"id";"Город дистрибьютора";"Торг_точка_грязная";"Торг_точка_грязная_адрес";"outlet_clean_id"
10487;"Ростов-на-Дону";"Чайка ООО";"г.Ростов-на-Дону КАТАЕВА 150/44 /ГВАРДЕЙСКИЙ";0
10488;"Ростов-на-Дону";"Чайка ООО";"г.Ростов-на-Дону,ул.ул.Социалистическая, 74";0
10489;"Ростов-на-Дону";"Чайка ООО";"-";0
10490;"Ростов-на-Дону";"Чайка ООО, Ростов-на-Дону";"-";0
10491;"Ростов-на-Дону";"Частное лицо";"-";0
10492;"Ростов-на-Дону";"Частное лицо";"Новошахтинск радио рынок";0
10493;"Ростов-на-Дону";"Чеботарева М.Ю. ИП";"-";0
10494;"Ростов-на-Дону";"Черепахина Татьяна Александровна ИП";"-";0
10495;"Ростов-на-Дону";"Черепахина Татьяна Александровна ИП";"Ростов-на-Дону Текучева д. 145";0
10496;"Ростов-на-Дону";"Черепахина Татьяна Александровна ИП";"Ростов-на-Дону, Текучева, д. 145";0
10497;"Ростов-на-Дону";"Черепахина Татьяна Александровна ИП , Ростов-на-Дону";"-";0
10498;"Ростов-на-Дону";"Чернега С.Б. ИП";"Нахичеванский рынок";0
10499;"Ростов-на-Дону";"Чернега С.Б. ИП, Ростов-на-Дону";"-";0
10500;"Ростов-на-Дону";"Чернега С Б ИП";"-";0
10501;"Ростов-на-Дону";"Чернега С.Б. ИП";"-";0
10502;"Ростов-на-Дону";"Чернега С.Б. ИП";"г.Ростов/Дон ул.Тульская 3";0
10503;"Ростов-на-Дону";"Черных В.И. ИП";"Белорусская 15";0
10504;"Ростов-на-Дону";"Черных В.И. ИП, Ростов-на-Дону";"-";0
10505;"Ростов-на-Дону";"Черных В И ИП";"-";0
10506;"Ростов-на-Дону";"Черных В.И. ИП";"-";0
10507;"Ростов-на-Дону";"Черных О.В. ИП";"г.Ростов-нД Комарова 16";0
10508;"Ростов-на-Дону";"Черных О.В. ИП";"г.Ростов-нД, Комарова, 16";0
10509;"Ростов-на-Дону";"Черных О В ИП";"-";0
10510;"Ростов-на-Дону";"Черных О.В. ИП";"-";0
10511;"Ростов-на-Дону";"Черных О.В. ИП, Таганрог";"-";0
10512;"Ростов-на-Дону";"Чернышов О.Г. ИП";"г.Батайск Торговое кольцо пав №25 32";0
10513;"Ростов-на-Дону";"Чернышов О Г ИП";"-";0
10514;"Ростов-на-Дону";"Чернышов О.Г. ИП";"-";0
10515;"Ростов-на-Дону";"Чернышов О.Г. ИП";"г. Новошахтинск, ул. Республиканская, д. 43, кор. а";0
10516;"Ростов-на-Дону";"Чернышов О.Г. ИП, Батайск";"-";0
10517;"Ростов-на-Дону";"Чеченев О.Д. ИП";"-";0
10518;"Ростов-на-Дону";"Чирва А.А. ИП";"-";0
10519;"Ростов-на-Дону";"ЧЛ";"-";0
10520;"Ростов-на-Дону";"ЧЛ";"Доломановский 13";0
10521;"Ростов-на-Дону";"ЧЛ, Ростов-на-Дону";"-";0
10522;"Ростов-на-Дону";"Чумаков А.Ю. ИП";"г.Ростов-на-Дону ул. Еременко 66\5";0
10523;"Ростов-на-Дону";"Чумаков А.Ю. ИП, Егорлык";"-";0
10524;"Ростов-на-Дону";"Чумакова Н.В. ИП";"г.Ростов-на-Дону ул. Орбитальная 76";0
10525;"Ростов-на-Дону";"Чумакова Н.В. ИП, Зерноград";"-";0
10526;"Ростов-на-Дону";"Чуприн ИП";"рынок ""Прогресс""";0
10527;"Ростов-на-Дону";"Чуприн ИП";"-";0
10528;"Ростов-на-Дону";"Чуприн ИП, Ростов-на-Дону";"-";0
10529;"Ростов-на-Дону";"Шакарян С С ИП(Панфиловцев )";"-";0
10530;"Ростов-на-Дону";"Шакарян С.С. ИП(Панфиловцев )";"-";0
10531;"Ростов-на-Дону";"Шакарян С С ИП(Туполева)";"-";0
10532;"Ростов-на-Дону";"Шакарян С.С. ИП(Туполева)";"-";0
10533;"Ростов-на-Дону";"Шакарян С.С. ИП(Туполева)";"Туполева 4";0
10534;"Ростов-на-Дону";"Шалайкин С.Б. ИП";"-";0
10535;"Ростов-на-Дону";"Шамраева Т В ИП";"-";0
10536;"Ростов-на-Дону";"Шамраева Т.В. ИП";"-";0
10537;"Ростов-на-Дону";"Шамраева Т.В. ИП";"г. Ростов - на - Дону ул. Кадровая д. 71";0
10538;"Ростов-на-Дону";"Шамраева Т.В. ИП";"г. Ростов - на - Дону, ул. Кадровая, д. 71";0
10539;"Ростов-на-Дону";"Шамраева Т.В. ИП, Азов";"-";0
10540;"Ростов-на-Дону";"ШАНС ООО";"г. Ростов-на-Дону ул. Беляева 20/1";0
10541;"Ростов-на-Дону";"ООО ""ШАНС+"" г.Гуково, ул.Харьковских Красногвардейцев д.25";"-";0
10542;"Ростов-на-Дону";"ООО ""ШАНС+"" г.Гуково, ул.Лермонтова, 53";"-";0
10543;"Ростов-на-Дону";"Шапкин А.В. ИП";"-";0
10544;"Ростов-на-Дону";"Шапошникова Е.Е. ИП";"г. Ростов-на-Дону ул. Селиванова д. 68в";0
10545;"Ростов-на-Дону";"Шарипова О.Н. ИП";"-";0
10546;"Ростов-на-Дону";"Шарипова О.Н. ИП";"г.Ростов-на-Дону ул.Калитвинская 28 ""Б""";0
10547;"Ростов-на-Дону";"Шарипова О.Н. ИП, Ростов-на-Дону";"-";0
10548;"Ростов-на-Дону";"Шахматное ООО (Ленина)";"-";0
10549;"Ростов-на-Дону";"Шахматное ООО (Металлург)";"-";0
10550;"Ростов-на-Дону";"Шахрай А.Л. ИП";"-";0
10551;"Ростов-на-Дону";"Шевцов Андрей Владимирович ИП";"г. Таганрог, Октябрьская;136/1 цветочный;15";0
10552;"Ростов-на-Дону";"Шевцов Андрей Владимирович ИП";"-";0
10553;"Ростов-на-Дону";"Шелковская Г.Е.";"г. Шахты пер. Енисейский д. 26 кв. 23";0
10554;"Ростов-на-Дону";"Шелковская Г.Е.";"г. Шахты, пер. Енисейский, д. 26, кв. 23";0
10555;"Ростов-на-Дону";"Шелковская Г Е";"-";0
10556;"Ростов-на-Дону";"Шелковская Г.Е.";"-";0
10557;"Ростов-на-Дону";"Шелковская Г.Е., Батайск";"-";0
10558;"Ростов-на-Дону";"Шерстюк П.Н. ИП";"-";0
10559;"Ростов-на-Дону";"Шин А.В.";"-";0
10560;"Ростов-на-Дону";"Шипинова Ю.Е. ИП";"-";0
10561;"Ростов-на-Дону";"Ширяева А.М. ИП";"-";0
10562;"Ростов-на-Дону";"ИП Шмелева Е И г Гуково ул Суворова д 5";"-";0
10563;"Ростов-на-Дону";"ИП Шмелева Е.И. г.Гуково ул.Суворова д.5";"-";0
10564;"Ростов-на-Дону";"Шульга А.А., Таганрог";"-";0
10565;"Ростов-на-Дону";"Щекочихин В В ИП";"-";0
10566;"Ростов-на-Дону";"Щекочихин В.В. ИП";"-";0
10567;"Ростов-на-Дону";"Щекочихин В.В. ИП";"г.Ростов-на-Дону 40 лет Победы 63/4 ла";0
10568;"Ростов-на-Дону";"Щекочихин В.В. ИП";"г.Ростов-на-Дону, 40 лет Победы 63/4, ла";0
10569;"Ростов-на-Дону";"Щекочихин В.В. ИП, Аксай";"-";0
10570;"Ростов-на-Дону";"Щербаков И.М. (Лекальная)";"-";0
10571;"Ростов-на-Дону";"Щербаков И.М.ИП (Лекальная)";"-";0
10572;"Ростов-на-Дону";"Щербаков И.М. (Лекальная)";"Лекальная 13";0
10573;"Ростов-на-Дону";"Щербаков И.М. ИП";"-";0
10574;"Ростов-на-Дону";"Щербаков И.М.ИП (Лекальная), Ростов-на-Дону";"-";0
10575;"Ростов-на-Дону";"Щербакова О.";"-";0
10576;"Ростов-на-Дону";"Щиповсков А.М. ИП";"г. Ростов-на-Дону пр. Космонавтов 30/22";0
10577;"Ростов-на-Дону";"Щиповсков А.М. ИП";"г. Ростов-на-Дону, пр. Космонавтов 30/22";0
10578;"Ростов-на-Дону";"Щиповсков А.М. ИП, Вешенская";"-";0
10579;"Ростов-на-Дону";"ООО ""ЭВЕЛИНА"" х.Ильичевка ул..Победа Революции, 25";"-";0
10580;"Ростов-на-Дону";"Экспериментальное";"-";0
10581;"Ростов-на-Дону";"Экспериментальное";"г.Новочеркасск ул. Авиаторов д. 16 кв. 41";0
10582;"Ростов-на-Дону";"ЭКСПРЕСС ООО";"-";0
10583;"Ростов-на-Дону";"Элантра ООО";"-";0
10584;"Ростов-на-Дону";"ЮВИАР ООО";"-";0
10585;"Ростов-на-Дону";"ЮГ-ТАБАК ООО";"-";0
10586;"Ростов-на-Дону";"Юг Руси МЭЗ ООО";"-";0
10587;"Ростов-на-Дону";"Югпрод ООО";"-";0
10588;"Ростов-на-Дону";"ЮГПРОД ООО Кировский, Ростов-на-Дону";"-";0
10589;"Ростов-на-Дону";"ЮГСПЕЦАВТОМАТИКА ООО";"-";0
10590;"Ростов-на-Дону";"ЮГСПЕЦАВТОМАТИКА ООО";"-";0
10591;"Ростов-на-Дону";"ЮгСпецавтоматика ЗАО";"-";0
10592;"Ростов-на-Дону";"Юдина З.В.";"-";0
10593;"Ростов-на-Дону";"Южная Фруктовая Компания ООО";"-";0
10594;"Ростов-на-Дону";"ЮККА ООО";"-";0
10595;"Ростов-на-Дону";"ЮККА ООО";"-";0
10596;"Ростов-на-Дону";"ЮККА ООО, Ростов-на-Дону";"-";0
10597;"Ростов-на-Дону";"Юля";"-";0
10598;"Ростов-на-Дону";"Юнона и Авось ООО";"-";0
10599;"Ростов-на-Дону";"Языкова";"Плиева 5";0
10600;"Ростов-на-Дону";"Языкова, Ростов-на-Дону";"-";0
10601;"Ростов-на-Дону";"ЯНТАРНОЕ ООО";"-";0
10602;"Ростов-на-Дону";"Яншахов Самвэл Владимирович ИП";"-";0
10603;"Ростов-на-Дону";"Яншахов Самвэл Владимирович ИП";"г.Сальск, ул.Крамского,43";0
10604;"Ростов-на-Дону";"Авокадо ООО (Стачки)";"-";0
10605;"Ростов-на-Дону";"Рыбак Г Г ИП";"-";0
10606;"Ростов-на-Дону";"Рыбак Г.Г ИП";"-";0
10607;"Ростов-на-Дону";"Рыбак Г.Г ИП";"г.Ростов-на-Дону пр. Космонавтов 27/5";0
10608;"Ростов-на-Дону";"Рыбак Г.Г ИП";"г.Ростов-на-Дону, пр. Космонавтов 27/5";0
10609;"Ростов-на-Дону";"ТРОЙКА ООО (№1)";"-";0
10610;"Ростов-на-Дону";"ТРОЙКА ООО (№2)";"-";0
10611;"Ростов-на-Дону";"ТРОЙКА ООО (№3)";"-";0
10612;"Ростов-на-Дону";"""МЕРКУРИЙ-""Комсомольская""";"-";0
10613;"Ростов-на-Дону";"""МЕРКУРИЙ-2"" ""Микрорайон""";"-";0
10614;"Ростов-на-Дону";"""МЕРКУРИЙ-3"" Новая Соколовка";"-";0
10615;"Ростов-на-Дону";"""МЕРКУРИЙ-4"" ""Городская""";"-";0
10616;"Ростов-на-Дону";"""МЕРКУРИЙ""";"-";0
10617;"Ростов-на-Дону";"""Орбита"" ., сл.Р-Несветайская";"-";0
10618;"Ростов-на-Дону";"ИП Андрюшкина И.В. г.Красный Сулин, ц.рынок";"-";0
10619;"Ростов-на-Дону";"ООО ""Арег"",г.Гуково, мкр.Алмазный, , ул.Кирова, 3, маг.""Арег""";"-";0
10620;"Ростов-на-Дону";"ИП Арсланова О.И. г.Гуково, х.Украинский ул.Кооперативная, 2";"-";0
10621;"Ростов-на-Дону";"ИП Асваров Г.Г. г.Гуково, ул.Болгарский, 11А";"-";0
10622;"Ростов-на-Дону";"ИП Астахова Т. Ф, маг. ""Изюминка"", г.Усть-Донецк, ул.Горького, 36";"-";0
10623;"Ростов-на-Дону";"ИП Бабичева З.С. г.Новошахтинск, ул. Просвещения 10б";"-";0
10624;"Ростов-на-Дону";"ИП Банташ В.П. г.Гуково ул.К.Маркса 47а";"-";0
10625;"Ростов-на-Дону";"ИП Боровинская Г.П.г.Кр.Сулин ул.1й Пятилетки д.8б";"-";0
10626;"Ростов-на-Дону";"ИП Васюхин В.Н. , ""Дон"" г.Белая Калитва ул.Геологическая 1";"-";0
10627;"Ростов-на-Дону";"ООО ""Ветерок""г.Красный Сулин, п.Горный, ул.Соцтруда, 58";"-";0
10628;"Ростов-на-Дону";"ИП Воробьева С.Л. м.""Заря"" перерыв с 14 до 14.30 г.Зверево ул.Казакова,8";"-";0
10629;"Ростов-на-Дону";"ИП Воробьева Т.Н, мкр.Алмазный, ул.Ардынцева, 20";"-";0
10630;"Ростов-на-Дону";"ООО ""Габриела"" г.Шахты, ул.Федосеева, 60-а";"-";0
10631;"Ростов-на-Дону";"ИП Гетманова С.И., х.Лихой, ул.Советская, 1, маг.""Коралл""";"-";0
10632;"Ростов-на-Дону";"ИП Гилетина Л.В.г.Новошахтинск, ул.Восточная, 8";"-";0
10633;"Ростов-на-Дону";"ИП Глядишев В.К. ,маг.""Универсам"" г.Гуково ул.Дорожная 44а";"-";0
10634;"Ростов-на-Дону";"ИП Голоколосова М.А., г.Красный Сулин, ул.1-я Нагорная, 31";"-";0
10635;"Ростов-на-Дону";"ИП Губкина Г.А. пос Новоперсиановка, ул. Центральная,17";"-";0
10636;"Ростов-на-Дону";"ИП Данакари Р.Р., ""Людмила"", г.Шахты, ул.Ленкома, 44а";"-";0
10637;"Ростов-на-Дону";"ИП Данакари Р.Р., ""Руслан"", г.Шахты, ул.Ленкома, 44а";"-";0
10638;"Ростов-на-Дону";"ИП Дарчинян А.Г., п.Глубокий, ул.Артема, 101";"-";0
10639;"Ростов-на-Дону";"ИП Дарчинян А.Г., п.Глубокий, ул. Вокзальная, 205";"-";0
10640;"Ростов-на-Дону";"ИП Джетаулова Н.И. Родионово-Несветаевский р-он Чистополье";"-";0
10641;"Ростов-на-Дону";"ИП Джетаулова Н.И. Рынок Родионово-Несветаевский р-он";"-";0
10642;"Ростов-на-Дону";"ИП Дмитриевская О.Я. Сулин ул.Колхозная,32";"-";0
10643;"Ростов-на-Дону";"ИП Дмитриевская О.Я., Шахтер г.Красный Сулин";"-";0
10644;"Ростов-на-Дону";"ИП Дрыжерук Е.И., п.Шолоховский, ул.М.Горького, 10";"-";0
10645;"Ростов-на-Дону";"ИП Еников С.Э. м.""Мария"", г.Шахты, ул.Дачная, 250-б";"-";0
10646;"Ростов-на-Дону";"ИП Житников А.И., Усть-Донецкий, ул.Строителей д.83";"-";0
10647;"Ростов-на-Дону";"ИП Зинченко О.В., г.Шахты, ул.Хабарова, 31-А";"-";0
10648;"Ростов-на-Дону";"ИП Зубарева Е.П.село Алексеевка ул.Ленина 3";"-";0
10649;"Ростов-на-Дону";"ИП Иванова Д.Г. г.Зверево, Казачий рынок";"-";0
10650;"Ростов-на-Дону";"ИП Измаилова С.С., г.Шахты, ул.10 лет За Индустриализацию, 175";"-";0
10651;"Ростов-на-Дону";"ООО ""Изумруд"" , г.Шахты, ул.Дачная, 231";"-";0
10652;"Ростов-на-Дону";"ИП Абаев Б., х.Волошино, ул.Производственная, 6";"-";0
10653;"Ростов-на-Дону";"ИП Аббасова Н.Н. маг.""Маяк"" г.Гуково ул.Криничная/Профильная д.69/2а";"-";0
10654;"Ростов-на-Дону";"ИП Абдулаев /Стройбюро/перерыв с14.00 до 15.00 г.Новошахтинск";"-";0
10655;"Ростов-на-Дону";"ИП Абдулаев Р.А.г.Новошахтинск ул. Городская 19";"-";0
10656;"Ростов-на-Дону";"ИП Авдалян В.М., г.Новочеркасск, пр.Платовский, 146-Б";"-";0
10657;"Ростов-на-Дону";"ИП Авдиенко В.С., г.Гуково, ул.К.Маркса д.104, маг.""Лакомка""";"-";0
10658;"Ростов-на-Дону";"ИП Авилова Т.А. м-н ""Алиса"" г.Гуково, ул.К.Маркса, 67";"-";0
10659;"Ростов-на-Дону";"ИП Автандилян С.Х., с.Красный Крым, ул.Туманяна, 51";"-";0
10660;"Ростов-на-Дону";"ИП Авчиева З.П., а/д Волгоград-Каменск, АЗС, м-н ""Домашняя кухня""";"-";0
10661;"Ростов-на-Дону";"ИП Аграфетис Л.Н., г.Новочеркасск, ул.Авиаторов, 12, кв.11";"-";0
10662;"Ростов-на-Дону";"ИП Айрапетова А.А., г.Шахты, ул.Шоссейная, 87-б";"-";0
10663;"Ростов-на-Дону";"ИП Акопян В. А. Дачи 15км";"-";0
10664;"Ростов-на-Дону";"ИП Акопян В. А. С т Орион пер Пожарный 695";"-";0
10665;"Ростов-на-Дону";"ИП Акопян В.А. Трасса Новошахтинск-Ростов км17";"-";0
10666;"Ростов-на-Дону";"ИП Алешина О.В., г.Красный Сулин, ул.Фурманова, 2, рынок ООО Трейд, г.Красный Сулин Мясной павильон";"-";0
10667;"Ростов-на-Дону";"ИП Алиев Э.Х., г.Шахты, ул.Хабарова, 31-А";"-";0
10668;"Ростов-на-Дону";"ИП Анисимов А.В., г.Новочеркасск, ул.Войкова, 2-Ж, маг.""Разъезд"".";"-";0
10669;"Ростов-на-Дону";"ИП Антипова З.Г.Красносулинский р-н х. Петровский доставка до 16-00";"-";0
10670;"Ростов-на-Дону";"ИП Апасов А.А., г.Гуково, ул.Базарная, 65";"-";0
10671;"Ростов-на-Дону";"ИП Арзуманова С.И., г.Камкенск-Шахтинский, ул.Луначарского, 2";"-";0
10672;"Ростов-на-Дону";"ИП Арсланова О.И. с.Киселево ул.Ростовская,2/1А";"-";0
10673;"Ростов-на-Дону";"ИП Артеменко Д.В. п. Рассвет, ул. Комсомольская, 63 В";"-";0
10674;"Ростов-на-Дону";"ИП Арушанян К.Э. (Апаринский), ул. Лазо, 11";"-";0
10675;"Ростов-на-Дону";"ИП Астапов К.В. г.Гуково,ул.Комсомольская 50,Гагаринский рынок";"-";0
10676;"Ростов-на-Дону";"ИП Атикян С.Р, ул.Отечественная, 9-А, маг.""Ассорти"" г.Новошахтинск";"-";0
10677;"Ростов-на-Дону";"ИП Баранов В.А., ст.Мелиховская, ул.Строителей, 5";"-";0
10678;"Ростов-на-Дону";"ИП Баранов С.Л., Красносулинский р-он, п.Шахтенки, ул.Шахтерская, 18";"-";0
10679;"Ростов-на-Дону";"ИП Баркарахан О. Н., Красносулинский р-он, п. Чичерино, ул. Ленина, 36-а м. ""Диана""";"-";0
10680;"Ростов-на-Дону";"ИП Барнев П.С. ""Соц город"" г.Новочеркасск Гвардейская 9";"-";0
10681;"Ростов-на-Дону";"ИП Барнев П.С. г.Новочеркасск, на ул.Флерова, 16";"-";0
10682;"Ростов-на-Дону";"ИП Барнев П.С.г.Новочеркасск ул.Визирова 5 /банк/";"-";0
10683;"Ростов-на-Дону";"ИП Барсак В.Н, г.Новошахтинск, ул.Радио, 36-д";"-";0
10684;"Ростов-на-Дону";"ИП Барыльников О.Н. г.Гуково ул.Красная Горка д.101";"-";0
10685;"Ростов-на-Дону";"ИП Белашева Л.А., г.Новошахтинск,ул Кубанская 17 ЖБК";"-";0
10686;"Ростов-на-Дону";"ИП Белобородов С.А.п.Персиановский, ул.Центральная, 25";"-";0
10687;"Ростов-на-Дону";"ИП Беловолов А.А. пав.""Далматинец №2"" г.Гуково, ул.Комсомольская 95а";"-";0
10688;"Ростов-на-Дону";"ИП Белоусова О.А., г.Новошахтинск, ул.Краснодарская, 1-А";"-";0
10689;"Ростов-на-Дону";"ИП Березанова С.Р. маг.№79 г.Новошахтинск, ул. Нахимова, 17";"-";0
10690;"Ростов-на-Дону";"ИП Берёзина В.А. ХБК ул.Строителей, 28-в г.Шахты,";"-";0
10691;"Ростов-на-Дону";"ИП Боговская Е.П., п.Кадамовский, ул.Юбилейная, 2-а";"-";0
10692;"Ростов-на-Дону";"ИП Богомаз Ю.Ю,ул.Парамонова 16-А с.Марьевка,Матвеево-Курганского р-она";"-";0
10693;"Ростов-на-Дону";"ИП Бойко И.Ю., г.Новошахт., ул.Рыбалко, 24-А";"-";0
10694;"Ростов-на-Дону";"ИП Бойченко И.А. ЛАРЕК г.Новошахтинск, ул.Белорусская 12Б";"-";0
10695;"Ростов-на-Дону";"ИП Болдырев В.Л. Лихая пересеч Советской и Семенковой";"-";0
10696;"Ростов-на-Дону";"ИП Бондарева Н.И.г.Гуково, ул. Буденного 57/35а";"-";0
10697;"Ростов-на-Дону";"ИП Борисюк Ю.Ю, г.Гуково, ул.Герцена д.104";"-";0
10698;"Ростов-на-Дону";"ИП Бреус В.Н, х. Садки, ул. Западная, 66";"-";0
10699;"Ростов-на-Дону";"ИП Брусникова О.П., г.Новошахтинск, ул.Радио, 4-Ж";"-";0
10700;"Ростов-на-Дону";"ИП Брынкин ""Овощи-Фрукты"", ст.Лихая, ул.Ленина, 23";"-";0
10701;"Ростов-на-Дону";"ИП Будкова М.Н. г. Белая Калитва, ул. Базарная, 1,п. КоксовыйА";"-";0
10702;"Ростов-на-Дону";"ИП Будченко А.П. магазин ""Валентина""с.Агрофеновка, ул.Просвещения, 88";"-";0
10703;"Ростов-на-Дону";"ИП Бузнякова Т.Г., ст. Мелиховская, ул. Р.Люксембург, 139";"-";0
10704;"Ростов-на-Дону";"ИП Булавин А.В., г.Новошахтинск, ул.Железнякова, 23";"-";0
10705;"Ростов-на-Дону";"ИП Булавин А.В., г.Новошахтинск, ул.Харьковская, 92-А";"-";0
10706;"Ростов-на-Дону";"ИП Буланова И.В. Магазин ""Ирина""г.Новошахтинск, Комсомольская 28";"-";0
10707;"Ростов-на-Дону";"ИП Бундев А.Е., г.Гуково, п.Алмазный, ул.Школьная, 8";"-";0
10708;"Ростов-на-Дону";"ИП Бурьянова В.К. маг.№98";"-";0
10709;"Ростов-на-Дону";"ИП Бутко Л.М. хутор Гуково ул.Краснопартизанская 99";"-";0
10710;"Ростов-на-Дону";"ИП Буцких З.М.г.Гуково,пав.""У Ксюши"" ул.К.Маркса д.119г";"-";0
10711;"Ростов-на-Дону";"ИП Буцких З.М.пав.""У Ксюши"" ул.К.Маркса д.119г";"-";0
10712;"Ростов-на-Дону";"ИП Быковская Н.В Маг.""Домашний"" (ГРЭС)";"-";0
10713;"Ростов-на-Дону";"ИП Бычихин В.И. г.Гуково ул.Лермонтова 53";"-";0
10714;"Ростов-на-Дону";"ИП Бычихин В.И.маг.ш.№24 г. Гуково ул.Пушкина д.72";"-";0
10715;"Ростов-на-Дону";"ИП Бычихин В.И.маг.ш.№26 г.Гуково, ул.Новая,26, маг.""Продукты""";"-";0
10716;"Ростов-на-Дону";"ИП Валиева С., г.Красный Сулин, ул. 50 лет Октября ,10.павильон 9";"-";0
10717;"Ростов-на-Дону";"ИП Вардуни Р.А.с. Большие Салы, ул.Середкина,5";"-";0
10718;"Ростов-на-Дону";"ИП Васильева Е.М., г.Белая Калитва, ул.Калинина 27 маг.""Стандартный""";"-";0
10719;"Ростов-на-Дону";"ИП Васильченко В.П.сл.Р-Несветайская, с.Тузловка, ул.Просвещения, 28-а";"-";0
10720;"Ростов-на-Дону";"ИП Ващенко Е.В. ПРОДУКТЫ г.Шахты, ул.Горняцкая 2 ""а""";"-";0
10721;"Ростов-на-Дону";"ИП Визири Б.Е., г.Шахты, ул. 2-ая Сельская, 9";"-";0
10722;"Ростов-на-Дону";"ИП Владимирова О.В., х.Нижнесеребряковский, ул.Центральная, 24";"-";0
10723;"Ростов-на-Дону";"ИП Войнова Г.А., г.Шахты, ул.Искра, 45, п.Артем";"-";0
10724;"Ростов-на-Дону";"ИП Волков С.А. м. ""Виктория"" г.Белая Калитва, ул.Машиностроителей, рынок";"-";0
10725;"Ростов-на-Дону";"ИП Володин М.И.-1,г.Каменск, х.Красновка, ул.Профильная, 132";"-";0
10726;"Ростов-на-Дону";"ИП Гайворонская Ю.В., м. ""Александрия"", ул. 50 Лет Октября, 26 г.Красный Сулин";"-";0
10727;"Ростов-на-Дону";"ИП Галиева Н.Р., г.Новочеркасск, ул.Казачья, 29";"-";0
10728;"Ростов-на-Дону";"ИП Галинная О.Г., г.Новошахтинск, ул.Харьковская, 14";"-";0
10729;"Ростов-на-Дону";"ИП Галушкин В.М., Усть-Донецкий р/п, ул.Степная, 65";"-";0
10730;"Ростов-на-Дону";"ИП Гасанов Ш.М.О., п.Майский, верх.рынок, маг.""Мясной дом""";"-";0
10731;"Ростов-на-Дону";"ИП Геращенко А.Ю., г.Белая Калитва, ул.Толстого, 14";"-";0
10732;"Ростов-на-Дону";"ИП Глущенко Е.И., с.Плато-Ивановка, ул.Чапаева, 16";"-";0
10733;"Ростов-на-Дону";"ИП Гнетнев А.А., п.Сосны, ул.50 лет СССР, 17-Б";"-";0
10734;"Ростов-на-Дону";"ИП Гокорян С.В., г.Кр.Сулин, пер.Коммунальный, 52";"-";0
10735;"Ростов-на-Дону";"ИП Голетиани О.И., г.Донецк Ленина,21";"-";0
10736;"Ростов-на-Дону";"ИП Голикова И.В. маг ""Перекресток""г.Новошахтинск";"-";0
10737;"Ростов-на-Дону";"ИП Голикова И.В. магазин ""Родничок""г.Новошахтинск, ул.Багратиона, 20";"-";0
10738;"Ростов-на-Дону";"ИП Головко Н.М. сл.Р.Несветайская, пер.Московский";"-";0
10739;"Ростов-на-Дону";"ИП Голоколосова М.А., г.Красный Сулин, ул.Матросова 3";"-";0
10740;"Ростов-на-Дону";"ИП Голощапова С.Н.г.Новочеркасск п.Донской, рынок";"-";0
10741;"Ростов-на-Дону";"ИП Гондусова С.А., г.Гуково ул.Шахтерская 52";"-";0
10742;"Ростов-на-Дону";"ИП Гончаров А.А., г.Гуково,ул.Герцена д.64б";"-";0
10743;"Ростов-на-Дону";"ИП Гончаров А.В.,х. Ильичевка, ул. Победа Революции, 84";"-";0
10744;"Ростов-на-Дону";"ИП Гончарова Т.Н., п.Углеродовский, ул.Восточная, 84-Б";"-";0
10745;"Ростов-на-Дону";"ИП Горбачев А.П.г.Гуково пав.""Солнышко"" ул.Герцена д.64а";"-";0
10746;"Ростов-на-Дону";"ИП Григорян А.В., ул Пушкина 45 с Папчино";"-";0
10747;"Ростов-на-Дону";"ИП Григорян С.А. Магазин ""ЛОЛИТА"" с.Большекрепинская";"-";0
10748;"Ростов-на-Дону";"ИП Григорян С.А.центр ул Ленина 33 а";"-";0
10749;"Ростов-на-Дону";"ИП Груткина Н.А, г. Шахты, ул. Челюскина 48а";"-";0
10750;"Ростов-на-Дону";"ИП Губкина Г.А. пос Новоперсиановский 2-е отделение ул.Советская 2";"-";0
10751;"Ростов-на-Дону";"ИП Гугуева В.М., ст.Тацинская, рынок";"-";0
10752;"Ростов-на-Дону";"ИП Гугуева О.В., ул. Большая,6, ул. Белая Калитва";"-";0
10753;"Ростов-на-Дону";"ИП Гурбанова Б.К. г.Шахты, Ц.рынок";"-";0
10754;"Ростов-на-Дону";"ИП Гуркина О.Н., х.Маркин, ул.Школьная, 83";"-";0
10755;"Ростов-на-Дону";"ИП Гусаков П.Н., п.Каменоломни, пер Октябрьский 31";"-";0
10756;"Ростов-на-Дону";"ИП Дагаев О.В. г. Гуково ул. К.Маркса д.70а";"-";0
10757;"Ростов-на-Дону";"ИП Данилов О.Н., маг. ""Кнарик"" г. Шахты, ул.Украинская 16в";"-";0
10758;"Ростов-на-Дону";"ИП Даурова С.А. маг:""Меркурий"" г.Шахты, ул.Смидовича, 134";"-";0
10759;"Ростов-на-Дону";"ИП Дегтярев Г.Н., г.Каменск-Шахтинский, пер.Коммунистический, 73";"-";0
10760;"Ростов-на-Дону";"ИП Деканенко Т.П., г.Гуково, Рынок, мясной павильон, ул.Ленинградская, 28а/2/";"-";0
10761;"Ростов-на-Дону";"ИП Делегодина Е.В., г.Шахты, п. Дувеновка, ул. Молдавская, 17/3";"-";0
10762;"Ростов-на-Дону";"ИП Демчук Ю. А., ул. Советская, 5/2, с.Чистополье";"-";0
10763;"Ростов-на-Дону";"ИП Долгалева И.Н. Р.Несветайская сл., х.Выдел, ул.Первомайская, 8-А";"-";0
